factid,saleid,locationid,featureid,squareFootage,yearBuilt,county,assessorID,legalDescription,subdivision,bathrooms,lotSize,id,bedrooms
255,168,255,205,2524.0,2004.0,Codington,017733,LOT 10 BLK 5 NORTHRIDGE 15TH ADD,NORTHRIDGE 15TH ADD,3.0,9100.0,"1854-7th-St-NE,-Watertown,-SD-57201",4.0
256,169,256,206,2477.0,1991.0,Contra Costa,053-341-016-3,T6908 L471,6908,3.0,6470.0,"4528-Wildcat-Cir,-Antioch,-CA-94531",4.0
257,170,257,207,789.0,1912.0,El Paso,A520-999-0560-3100,56 ALTURA PARK 11 & 12 (6000 SQ FT),ALTURA PARK,1.0,5998.0,"2925-Memphis-Ave,-El-Paso,-TX-79930",0.0
258,3,258,208,982.0,1920.0,Philadelphia,39-4-3964-00,330'2 1/4  S OF,unkown,2.0,681.0,"1939-S-Iseminger-St,-Philadelphia,-PA-19148",2.0
259,3,259,2,0.0,0.0,Clay,unkown,unkown,unkown,0.0,0.0,"8412-Ne-Boone-St,-Apt-302,-Kansas-City,-MO-64155",0.0
260,3,260,209,1175.0,1928.0,Jefferson,23-00-22-3-012-017.000,LOT 9 BLK 5 OAK RIDGE PARK,OAK RIDGE PARK 23-22-3,1.0,4480.0,"564-64th-Pl-S,-Birmingham,-AL-35212",3.0
261,171,261,210,1256.0,1961.0,Los Angeles,2014-034-009,TRACT # 26109 LOT 40,26109,2.0,7466.0,"7708-Sedan-Ave,-Canoga-Park,-CA-91304",3.0
262,172,262,211,1088.0,1976.0,Volusia,8402-01-03-8070,LOTS 3807 3808 BLK 108 FLORIDA SHORES UNIT 5 MB 23 PGS 107-108 INC PER OR 4672 PG 3508 PER OR 6328 PG 1215,SHORES,2.0,10000.0,"1920-Sabal-Palm-Dr,-Edgewater,-FL-32141",3.0
263,173,263,212,1014.0,1980.0,Dallas,26613500100090000,TWO WORLDS APOLLO 1 BLK 10 LOT 9R INT201600337900 DD11302016 CO-DC 6135001000900 1CG61350010,TWO WORLDS APOLLO,1.5,2432.0,"2918-Canis-Cir,-Garland,-TX-75044",2.0
264,174,264,213,2834.0,2006.0,Pulaski,43L-102-08-058-00,unkown,PEBBLE BEACH WOODS ADDN,2.0,29316.0,"2616-Valley-Park-Dr,-Little-Rock,-AR-72212",0.0
265,175,265,214,1294.0,1930.0,Delaware,16-01-01469-00,2 STY HSE GAR 25 X 70,unkown,2.0,1750.0,"108-Wellington-Rd,-Upper-Darby,-PA-19082",3.0
266,176,266,215,1544.0,1950.0,Hinds,0422 0212 000,E 1/2 LOT 2 BLK H VIRDENS SUBN A,H VIRDENS,1.0,12093.0,"3411-Lampton-Ave,-Jackson,-MS-39213",3.0
267,3,267,216,1421.0,1932.0,San Diego,539-111-07-00,TR 258 BLK 7*LOTS 11 & 12*,WATKINS & BIDDLES ADDITION,1.5,7107.0,"3144-Juniper-St,-San-Diego,-CA-92104",3.0
268,3,268,217,3270.0,1947.0,Nassau County,33-503-00-0050,"LOTS 50,151,249 TOWN #1 SCH DIST 017",unkown,3.5,4200.0,"175-Kensington-Rd,-Garden-City,-NY-11530",5.0
269,3,269,2,0.0,0.0,Oklahoma,unkown,unkown,unkown,0.0,0.0,"500-Sw-44th-St,-Oklahoma-City,-OK-73109",0.0
270,3,270,202,864.0,0.0,Queens County,unkown,unkown,unkown,2.0,0.0,"36-36-Prince-St,-Unit-11E,-Flushing,-NY-11354",2.0
271,177,271,218,1388.0,1927.0,Nassau,09-153-00-0054,TOWN #2 SCH DIST 009,unkown,1.5,3960.0,"84-Capitol-Ave,-Williston-Park,-NY-11596",0.0
272,178,272,219,1100.0,1940.0,Miami-Dade,30-4014-012-0530,CENTRAL MANOR SEC 1 PB 16-19 LOTS 86 & 87 LOT SIZE 80.000 X 103 OR 20839-3794 11/2002 1 COC 22281-4175 05 2004 1,CENTRAL MANOR SEC 1,1.0,8240.0,"6818-Sw-25th-St,-Miami,-FL-33155",2.0
273,179,273,220,1220.0,1935.0,Travis,220429,LOT 6 MASSEY R R RESUB,MASSEY R R RESUB,1.0,7192.0,"1010-E-49th-St,-Austin,-TX-78751",2.0
274,3,274,221,1833.0,2024.0,Harris,unkown,unkown,unkown,2.5,0.0,"312-Dam-Drop-Dr,-New-Caney,-TX-77357",4.0
275,180,275,222,3426.0,1980.0,Dallas,00000794263130000,OAKHURST 4 BLK A/8154 LT 12 INT201000162843 DD06242010 CO-DC 8154 00A 01200 3008154 00A,OAKHURST SECTION IV,3.0,17388.0,"9101-Arbor-Trail-Dr,-Dallas,-TX-75243",5.0
276,3,276,223,988.0,1982.0,Sedgwick,215-16-0-31-01-058.00,LOT 25 WASHINGTON SQUARE ADDITION,SUBD NO.: B04,1.5,6970.0,"4607-S-Washington-Ct,-Wichita,-KS-67216",5.0
277,3,277,224,1011.0,1987.0,Fresno,401-230-33,UNIT 29 INT COM AREA CONDO PLAN LT 1 TR #3846,unkown,2.0,1260.0,"9263-N-Saybrook-Dr,-Apt-152,-Fresno,-CA-93720",2.0
278,3,278,2,0.0,0.0,Bexar,unkown,unkown,unkown,0.0,0.0,"4900-Woodstone-Dr,-Apt-903,-San-Antonio,-TX-78230",0.0
279,181,279,225,2319.0,1920.0,Montgomery,40-00-24380-006,DIST:40 CITY/MUNI/TWP:LOWER MERION TOWNSHIP,unkown,3.5,16600.0,"559-Heath-Rd,-Merion-Station,-PA-19066",5.0
280,182,280,226,1120.0,1997.0,Worcester,MEND M:16 B:161 P:019,BLK:161 CITY/MUNI/TWP:MENDON,unkown,1.0,10800.0,"19-Kinsley-Ln,-Mendon,-MA-01756",0.0
281,183,281,227,1511.0,1985.0,Contra Costa,016-270-014-0,T06200 L0014 B,SUBDIVISION 6200,2.0,3196.0,"99-Cottonwood-Cmn,-Brentwood,-CA-94513",3.0
282,184,282,228,3253.0,2000.0,Baldwin,32-08-28-4-001-001.083,53.3' X 187.3' IRR LOT 29 PHASE SEVEN TIMBERCREEK SLIDE 1929-A SEC 28-T4S-R2E (WD-SURVIVORSHIP),TIMBERCREEK PHASE SEVEN,3.0,32670.0,"30355-Crepe-Myrtle-Ct,-Daphne,-AL-36527",4.0
283,3,283,44,2082.0,0.0,Terrebonne Parish,unkown,unkown,unkown,2.0,0.0,"193-Adele-Dr,-Houma,-LA-70364",3.0
284,185,284,229,1684.0,1989.0,Hartford,NBRI M:E2C B:517,BLK:517 CITY/MUNI/TWP:NEW BRITAIN,unkown,2.0,8276.0,"121-Village-Green-Dr,-New-Britain,-CT-06053",4.0
285,186,285,230,3952.0,2020.0,Shelby,148284013009000,DIST:08 CITY/MUNI/TWP:PELHAM SUBD:BIRKDALE AT BALLANTRAE MAP REF:MP 49 PG 027,BIRKDALE AT BALLANTRAE,4.0,16814.0,"123-Birkdale-Ln,-Pelham,-AL-35124",0.0
286,187,286,231,1124.0,1979.0,Ocean,06  00004- 147-00007,LOT:7 BLK:4.147 DIST:06 CITY/MUNI/TWP:BERKELEY TWP MAP REF:TAX MAP 10,unkown,1.0,5500.0,"154-Port-Royal-Dr,-Toms-River,-NJ-08757",2.0
287,188,287,232,1484.0,1967.0,Macomb,12-13-31-202-002,SUPERVISORS PLAT OF CASS FARMS S 120.0 FT LOT 58 L.19 P.29,SUPERVISORS PLAT,1.5,8059.0,"22624-Warner-Ave,-Warren,-MI-48091",4.0
288,3,288,2,0.0,0.0,Throckmorton,unkown,unkown,unkown,0.0,0.0,"104-S-Eagle-Ave,-Throckmorton,-TX-76483",0.0
289,3,289,233,1668.0,1940.0,Dekalb,18 308 10 025,100 X 300 X 100 X 300 . . . . . . . . . . . 0.65AC 7-22-02,unkown,1.0,26136.0,"3747-Chamblee-Dunwoody-Rd,-Atlanta,-GA-30341",3.0
290,189,290,234,1490.0,2005.0,Pinal,505-25-2010,BLOCK H OF MISSION ROYALE LOT 101 SEC 25-6S-6E 5769 SQ FT 0.13 AC,MISSION ROYALE,0.0,5663.0,"40-S-Valencia-Ct,-Casa-Grande,-AZ-85194",0.0
291,190,291,235,1326.0,1971.0,Cook,31-03-408-004,(TIERRA)(GRANDE) SUB OF PT SE SEC 03-35-13,TIERRA GRANDE,2.0,8418.0,"19020-Chestnut-Ave,-Country-Club-Hills,-IL-60478",3.0
292,3,292,2,0.0,0.0,Snohomish,unkown,unkown,unkown,0.0,0.0,"19231-36th-Ave-W-Ste-P,-Lynnwood,-WA-98036",0.0
293,3,293,236,798.0,0.0,Broward,unkown,unkown,unkown,1.0,0.0,"610-W-Las-Olas-Blvd,-Apt-1711,-Fort-Lauderdale,-FL-33312",1.0
294,3,294,2,0.0,0.0,Polk,unkown,unkown,unkown,0.0,0.0,"192-Bridge-Blvd,-Lakeland,-FL-33815",0.0
295,191,295,237,2170.0,1929.0,Nassau,03-068-00-0115,TOWN #2 SCH DIST 006,unkown,2.0,6600.0,"116-Webster-Ave,-Manhasset,-NY-11030",0.0
296,192,296,238,2544.0,1996.0,Warren,16-14-101-031-0,WILLOW CREEK LOT# 7,WILLOW CREEK,2.5,14000.0,"9163-Willow-Creek-Dr,-Loveland,-OH-45140",4.0
297,193,297,239,964.0,1937.0,Santa Clara,274-08-052,BLK 2 LOT 47,ROSE PARK,1.0,3690.0,"1447-Mcdaniel-Ave,-San-Jose,-CA-95126",2.0
298,194,298,240,1960.0,1991.0,Placer,045-320-001-000,LOT 450 TAHOE DONNER UNIT 8,TAHOE DONNER UNIT 8,2.0,13068.0,"12163-Mougle-Ln,-Truckee,-CA-96161",3.0
299,3,299,241,1480.0,1925.0,Norfolk City,16527000,13 & 14 BLK F ESTABROOK,ESTABROOK,1.0,4940.0,"3637-Amherst-St,-Norfolk,-VA-23513",3.0
300,195,300,242,1837.0,2007.0,Lee,14-45-27-01-00004.0100,LEHIGH ACRES UNIT 1 BLK.4 PB 15 PG 129 LOT 10,LEHIGH ACRES,2.0,10125.0,"523-Mcarthur-Blvd,-Lehigh-Acres,-FL-33974",4.0
301,196,301,243,1410.0,1915.0,Philadelphia,28-1-2610-00,103'6 3/4  W OF 25TH,PIER 03 CONDO,1.0,1680.0,"2511-W-Hagert-St,-Philadelphia,-PA-19132",3.0
302,197,302,12,1040.0,1920.0,Fulton,unkown,unkown,unkown,1.0,24829.0,"3-Pine-St,-Broadalbin,-NY-12025",3.0
303,198,303,244,1926.0,2017.0,Middlesex,ASHL M:020.0 B:0273 L:0500.2,000020 - 000273 - 005002  -  000000,unkown,3.0,0.0,"16-John-Hancock-Dr,-Ashland,-MA-01721",2.0
304,199,304,245,2332.0,0.0,Luzerne,26-T8NW2-017-005,26-2-1957-D1-D44 751 ARTHUR ST,unkown,0.0,11761.0,"751-Arthur-St,-Hazle-Township,-PA-18201",0.0
305,200,305,246,3921.0,1986.0,Fairfield,unkown,unkown,unkown,3.5,14810.0,"17-Harborview-Rd,-Westport,-CT-06880",4.0
306,3,306,247,1099.0,2021.0,Blount,unkown,unkown,unkown,2.0,0.0,"229-Bishops-Cap-Cir,-Unit-105,-Townsend,-TN-37882",2.0
307,3,307,248,1080.0,1925.0,Philadelphia,34-3-0556-00,235' N OF RACE ST,unkown,1.0,1530.0,"229-N-Gross-St,-Philadelphia,-PA-19139",3.0
308,3,308,249,1704.0,1955.0,Allegheny,117-F-122,SCHERLING HEIGHTS 3RD PLAN 60 LOT 55X116.84 BON ITO TERRACE 2 STY BRK HSE-INT GAR 107,SCHERLING HEIGHTS,1.5,6380.0,"107-Bonita-Ter,-Pittsburgh,-PA-15212",3.0
309,3,309,2,0.0,0.0,Saint Charles,unkown,unkown,unkown,0.0,0.0,"3206-Remington-Blvd,-Saint-Charles,-MO-63303",0.0
310,201,310,250,938.0,1999.0,Rutherford,101M-C-050.00-000,31.23 X 125 IRR,SAWYER GREEN RESUB LOTS 2 & 12,2.0,3904.0,"2159-Stoney-Meadow-Dr,-Murfreesboro,-TN-37128",0.0
311,202,311,251,1052.0,1940.0,Gwinnett,7-327 -096,BUFORD MILL ROAD,MILDRED L WHITLOW SURV,1.0,23958.0,"5451-Coles-Mill-Rd,-Buford,-GA-30518",2.0
312,3,312,252,0.0,2017.0,Missoula,unkown,unkown,unkown,3.0,0.0,"14240-Stotts-Pl,-Missoula,-MT-59808",3.0
313,203,313,253,1666.0,1921.0,Oakland,24-25-34-132-038,"T1N, R11E, SEC 34 ADD TO GREENWOOD PARK LOT 226, ALSO 1/2 OF VAC ALLEY ADJ TO SAME",GREENWOOD PARK ADD,2.0,5140.0,"444-Pearson-St,-Ferndale,-MI-48220",3.0
314,3,314,2,0.0,0.0,Anoka,unkown,unkown,unkown,0.0,0.0,"11085-Robinson-Dr-NW,-Apt-235,-Minneapolis,-MN-55433",0.0
315,204,315,254,2809.0,2011.0,Oklahoma,20-779-1000,SILVER CHASE SEC 2 001 001,SILVER CHASE SEC 2,2.0,27704.0,"741-Silver-Chase-Dr,-Choctaw,-OK-73020",3.0
316,205,316,255,1778.0,1999.0,Okaloosa,00-2S-22-0682-0000-5030,CRYSTAL DUNES UNIT 503,CRYSTAL DUNES CONDO,3.0,118933.0,"2900-Scenic-Hwy,-98-Unit-503,-Destin,-FL-32541",3.0
317,206,317,256,2582.0,2001.0,Cabarrus,5507 10 9735,LT 156 ORCHARD PARK,ORCHARD PARK FINAL PLACE PH 03,2.5,15682.0,"5604-Berry-Ridge-Dr,-Harrisburg,-NC-28075",4.0
318,207,318,257,1295.0,1900.0,Bexar,00562-008-0101,NCB 562 BLK 8 LOT E 104.16 FT OF 10 ARB A22,CONV A/S CODE,2.0,5184.0,"617-N-Olive-St,-San-Antonio,-TX-78202",3.0
319,94,319,258,1681.0,1980.0,Johnson,126.0170.00790,"LOT 8, ABST 170 BLK 3 HILLDALE ACRES #2",IRA CLEMONS SURV ABS #176,2.0,54886.0,"229-Cedar-Ln,-Burleson,-TX-76028",3.0
320,208,320,259,1648.0,1952.0,Los Angeles,4220-011-031,TRACT # 9483 LOT 165,9483,2.0,5708.0,"12204-Aneta-St,-Culver-City,-CA-90230",3.0
321,3,321,260,1665.0,1963.0,Allegheny,1129-N-228,HOWELL PARK 10TH PLAN 155 LOT 45.74 XAVG140.25X104.25 SKYVUE DR 1 & 1 1/2 STY BRK V & FRA HSE - INT GAR #106,HOWELL PARK,1.5,21036.0,"106-Skyvue-Dr,-Elizabeth,-PA-15037",3.0
322,209,322,261,1878.0,2007.0,Gilmer,3067Q 027,LT 71 BEAVER BEND PH 2,BEAVER BEND,2.0,23119.0,"148-Huron-Cir,-Ellijay,-GA-30540",0.0
323,210,323,262,1579.0,1973.0,Dupage,02-24-401-001,KINGS POINT WESTMODEL: HAMPTON I,KINGS POINT WEST SF,2.5,15682.0,"1857-Kings-Point-Dr-S,-Addison,-IL-60101",4.0
324,211,324,263,616.0,1989.0,Lake,24-15-27-0100-012-01800,ASTOR FOREST CAMPSITES LOT 18 BLK 12 *UNRECORDED PLAT SEE DEED FOR FULL PROPERTY DESCRIPTION ORB 4716 PG 62,ASTOR FOREST CAMPSITES,1.0,18097.0,"24151-River-Rd,-Astor,-FL-32102",2.0
325,212,325,264,2393.0,2018.0,Ada,R4344420160,LOT 18 BLK 03 ISOLA CREEK SUB NO 02,ISOLA CREEK SUB NO 02,3.0,9148.0,"2765-W-San-Remo-Dr,-Meridian,-ID-83646",4.0
326,3,326,2,0.0,0.0,Davidson,unkown,unkown,unkown,0.0,0.0,"424-Humphreys-St,-Nashville,-TN-37203",0.0
327,213,327,265,1316.0,2004.0,Leon,21-21-34-000-010-0,WESTBROOK VILLAGE 21 1N 1W LOT 10 PLAT BOOK 14 PAGE 83,WESTBROOK VILLAGE,3.0,1742.0,"2772-Westbrook-Ct,-Tallahassee,-FL-32303",3.0
328,3,328,2,0.0,0.0,New York,unkown,unkown,unkown,0.0,0.0,"469-W-166th-St,-Apt-1C,-New-York,-NY-10032",0.0
329,3,329,2,0.0,0.0,Mecklenburg,unkown,unkown,unkown,0.0,0.0,"14215-Balntyn-Corp-Pl,-Ste-110,-Charlotte,-NC-28277",0.0
330,214,330,266,2416.0,1997.0,Washington,2S103CC-04600,"EAGLE POINTE, LOT 21, ACRES 0.19",EAGLE POINTE,3.0,8276.0,"13910-Sw-Aerie-Dr,-Portland,-OR-97223",3.0
331,3,331,267,1430.0,1935.0,Allegheny,141-D-314,SUNSET HILLS 2ND PLAN PT 156 TRI LOT 85.89X92.5 8X126.28 PARKSIDE AV COR FERNWOOD 2 1/2 STY BRK VEN HSE & GAR 815 PARKSIDE AV,SUNDET HILLS,1.0,3975.0,"815-Parkside-Ave,-Pittsburgh,-PA-15228",3.0
332,3,332,268,1258.0,1990.0,Cumberland,05  00043-0000-00021,unkown,unkown,0.0,50530.0,"12-Lematty-Way,-Bridgeton,-NJ-08302",0.0
333,3,333,2,3960.0,0.0,Harris,unkown,unkown,unkown,1.0,0.0,"5103-Bell-St,-Apt-3,-Houston,-TX-77023",1.0
334,3,334,2,0.0,0.0,Hidalgo,unkown,unkown,unkown,0.0,0.0,"2105-S-Cynthia-St,-Apt-B323,-Mcallen,-TX-78503",0.0
335,215,335,269,1684.0,1986.0,San Bernardino,0225-231-23-0000,TRACT 12935 LOT 23,12935,2.5,5600.0,"11451-Mount-Wallace-Ct,-Rancho-Cucamonga,-CA-91737",4.0
336,3,336,270,4136.0,1992.0,Mecklenburg,00158129,L25 M24-448,PENINSULA,3.5,26150.0,"19005-Meta-Rd,-Cornelius,-NC-28031",3.0
337,216,337,271,5095.0,1999.0,Oakland,X -18-29-352-004,"T2N, R9E, SEC 29 OAKLAND COUNTY CONDOMINIUM PLAN NO 965 GOLDEN GATE ESTATES UNIT 21 L 16073 P 058 3-18-96 FR 300-006",GOLDEN GATE ESTATES,4.5,41687.0,"6421-Golden-Ln,-West-Bloomfield,-MI-48322",4.0
338,3,338,272,1984.0,1900.0,Jasper,3-8.0-27-0-0-9.001,BEG 570' N SE SEC COR W 400' N 150' E 122' N 128' E 278' S 278' TO POB EX RD,unkown,1.0,87120.0,"18149-County-Rd,-150,-Carthage,-MO-64836",0.0
339,3,339,202,1469.0,0.0,Bell,unkown,unkown,unkown,2.0,0.0,"4825A-Deep-Dr,-Temple,-TX-76502",3.0
340,217,340,273,1449.0,1915.0,Fairfield,STRA M:30-11 B:13 L:4,LOT:4 BLK:13 CITY/MUNI/TWP:STRATFORD,unkown,1.5,13068.0,"1594-North-Ave,-Stratford,-CT-06614",3.0
341,218,341,274,3019.0,2016.0,Hillsborough,A1030183ZM000002000072,MIDWAY HEIGHTS S 1/2 OF W 120 FT OF LOT 7 BLOCK 2,MIDWAY HEIGHTS,3.0,6000.0,"6022-S-Elkins-Ave,-Tampa,-FL-33611",4.0
342,3,342,2,0.0,0.0,Scott,unkown,unkown,unkown,0.0,0.0,"154-Bethany-St,-Lot-205,-Gate-City,-VA-24251",0.0
343,219,343,275,575.0,2005.0,Broward,50-42-03-AH-0360,SOLE AT FORT LAUDERDALE CONDO UNIT 146 PER CDO BK/PG: 40623/1750,SOLE AT FORT LAUDERDALE,1.0,0.0,"533-Ne-3rd-Ave,-Apt-146,-Fort-Lauderdale,-FL-33301",1.0
344,3,344,2,0.0,0.0,Los Angeles,unkown,unkown,unkown,0.0,0.0,"1212-W-Ave-J,-Ste-100,-Lancaster,-CA-93534",0.0
345,220,345,276,2400.0,2005.0,Davidson,081-06-0A-024-00,LOT 24 HARDING BOSLEY TRACT RESUB,HARDING,3.0,4356.0,"1925-28th-Ave-N,-Nashville,-TN-37208",3.0
346,3,346,277,1417.0,1989.0,Jefferson,unkown,unkown,unkown,2.0,10019.0,"4611-Scott-Ct,-Louisville,-KY-40299",4.0
347,221,347,278,1305.0,1993.0,Kern,472-262-15-00-5,"TRACT 5195, BLOCK UN1, LOT 23",5195 UN 1,2.0,7405.0,"3511-Tanglewood-Ave,-Rosamond,-CA-93560",3.0
348,3,348,279,3013.0,1978.0,Prince Georges,131417112,ENTERPRISE ESTATES,ENTERPRISE ESTATES SEC 04,3.0,12500.0,"3508-Burleigh-Dr,-Bowie,-MD-20721",0.0
349,3,349,44,0.0,0.0,Ocean County,unkown,unkown,unkown,2.0,0.0,"37-Woodview-Dr,-Whiting,-NJ-08759",2.0
350,222,350,280,1404.0,1972.0,Montgomery,09-00801644,STEDWICK MONTGOMERY VILLAGE,STEDWICK MONTGOMERY VILLAGE,3.0,8664.0,"10517-Wayridge-Dr,-Montgomery-Village,-MD-20886",0.0
351,3,351,281,2087.0,1965.0,Los Angeles,2536-014-036,TRACT NO 24210 LOT 43,24210,3.0,10064.0,"12631-Remington-St,-Pacoima,-CA-91331",4.0
352,223,352,282,1101.0,1957.0,Oklahoma,15-045-2755,ATKINSON PARK ADD 010 007,ATKINSON PARK ADD,1.5,7449.0,"724-E-Bouse-Dr,-Oklahoma-City,-OK-73110",3.0
353,224,353,283,3578.0,2004.0,Sacramento,132-0760-078-0000,"LAGUNA CREEK SOUTH VLG 01C, LOT 45",LAGUNA CREEK SOUTH VLG 01C,3.0,8312.0,"9876-Castelli-Way,-Elk-Grove,-CA-95757",4.0
354,3,354,2,0.0,0.0,Saint Louis,unkown,unkown,unkown,0.0,0.0,"14804-Stratford-Ct,-Apt-C,-Bridgeton,-MO-63044",0.0
355,225,355,284,1613.0,1993.0,El Dorado,082-014-005-000,POR L 213 CAMERON PK N 1,CAMERON PK N 1,2.0,15681.0,"3306-Country-Club-Dr,-Cameron-Park,-CA-95682",3.0
356,226,356,285,1366.0,1995.0,Greenville,0183.04-01-039.00,MAP 0183.04; 33 SEC3,CROFTSTONE COMMONS,2.0,10454.0,"4-Dearsley-Ct,-Greenville,-SC-29609",3.0
357,3,357,44,1170.0,0.0,Queens County,unkown,unkown,unkown,1.5,0.0,"116-25-148th-St,-Jamaica,-NY-11436",3.0
358,227,358,286,2692.0,2000.0,Augusta,067H112      40,67H1-(12)-40 WELLINGTON LOT 40 .506 ACRES,STRATFORD/WELLINGTON,3.0,22041.0,"7-Heather-Brooke-Ln,-Waynesboro,-VA-22980",4.0
359,228,359,287,1045.0,1950.0,Contra Costa,530-230-009-9,HITTELL LOTS 3 & 4 BLK 4,HITTELL,1.0,5000.0,"1930-Hellings-Ave,-Richmond,-CA-94801",3.0
360,3,360,192,1045.0,0.0,Travis,unkown,unkown,unkown,2.0,0.0,"701-Center-Ridge-Dr,-Apt-221,-Austin,-TX-78753",2.0
361,229,361,288,1529.0,1959.0,Kern,383-034-10-00-8,"TRACT 1824, BLOCK, LOT 69",unkown,1.0,7405.0,"2901-Driller-Ave,-Bakersfield,-CA-93306",4.0
362,3,362,2,0.0,0.0,Milwaukee,unkown,unkown,unkown,0.0,0.0,"2919-W-Wisconsin-Ave,-Apt-502,-Milwaukee,-WI-53208",0.0
363,230,363,289,5278.0,1978.0,Chester,2405 00160200,12 AC 2 DWGS & GAR,unkown,5.0,522720.0,"211-Essick-Rd,-Pottstown,-PA-19465",5.0
364,3,364,290,1344.0,2002.0,Charlottesville City,5500425A0,LOT 7 BK D GOLF CLUB,GOLF CLUB,2.0,10019.0,"1511-E-Market-St,-Charlottesville,-VA-22902",3.0
365,231,365,291,1946.0,2000.0,Riverside,460-091-001,LOT 130 MB 231/084 TR 24124-9,unkown,2.0,6098.0,"1423-Plumwood-Ln,-Hemet,-CA-92545",5.0
366,3,366,292,1200.0,2004.0,Baltimore,unkown,unkown,unkown,2.0,0.0,"3302-Jonquil-Ln,-Middle-River,-MD-21220",3.0
367,3,367,293,3704.0,1998.0,Fulton,22 522006810318,AN LOW LAND WCREEK NEXT TO AN HOUSE,SHADOWOOD FARMS,4.0,43560.0,"14735-Glencreek-Way,-Alpharetta,-GA-30004",6.0
368,232,368,294,1140.0,2013.0,Suffolk,CBOS W:03 P:04488 S:026,CITY/MUNI/TWP:BOSTON-CENTRAL BOSTON,unkown,2.0,1140.0,"580-Washington-St,-Unit-205,-Boston,-MA-02111",2.0
369,233,369,295,1144.0,1941.0,Lucas,44-73361,STARR AVE ADDN TO TOL LOT 465 & 466,STARR AVE ADDN,1.0,7800.0,"2643-Bleeker-St,-Oregon,-OH-43616",3.0
370,234,370,296,1308.0,2004.0,Collier,48782960006,HALLENDALE LOT 80,HALLENDALE,0.0,6970.0,"3250-Andrews-Ave,-Naples,-FL-34112",0.0
371,235,371,297,1308.0,1990.0,Mecklenburg,03133162,L32 M23-893,COULWOOD RDG SEC 02,2.0,18522.0,"1332-Level-Creek-Ln,-Charlotte,-NC-28214",3.0
372,236,372,298,2888.0,2016.0,Kern,531-402-05-00-6,"TRACT 6338, BLOCK PH3, LOT 26",6338 PH 3,3.0,6534.0,"9511-Hercules-St,-Bakersfield,-CA-93306",5.0
373,237,373,299,794.0,1951.0,Taylor,11000002400,"BOULEVARD HEIGHTS, BLOCK 4, LOT W50 N126.75",BOULEVARD HEIGHTS,1.0,6299.0,"2341-S-18th-St,-Abilene,-TX-79605",2.0
374,238,374,300,1225.0,1965.0,Middlesex,25  00331-  02-00003-  04,LOT:3.04 BLK:331.02 DIST:25 CITY/MUNI/TWP:WOODBRIDGE TWP MAP REF:TAX MAP 29,unkown,0.0,0.0,"65-Sheppard-Pl,-Fords,-NJ-08863",0.0
375,239,375,301,900.0,2004.0,Charlottesville City,30001963A,UNIT 700-3A WALKER SQUARE CON,WALKER SQUARE CON,1.0,0.0,"700-Walker-Sq,-Apt-3A,-Charlottesville,-VA-22903",1.0
376,240,376,302,806.0,1961.0,Los Angeles,6052-008-026,TRACT # 5911 LOT 28 BLK A,5911,1.0,5170.0,"139-E-93rd-St,-Los-Angeles,-CA-90003",3.0
377,241,377,303,2740.0,1924.0,King,688480-0385,POWELLS NORTH UNIVERSITY ADD 37 & S 20 FT OF 38,POWELLS NORTH UNIVERSITY ADD,3.0,4750.0,"8052-Brooklyn-Ave-NE,-Seattle,-WA-98115",4.0
378,242,378,304,1180.0,2007.0,Miami-Dade,01-3231-064-4270,QUANTUM ON THE BAY CONDO NO 1 UNIT 2111 UNDIV 0.26160% INT IN COMMON ELEMENTS OFF REC 26121-4375 COC 26174-0915 01 2008 1,QUANTUM ON THE BAY CONDO NO 1,2.0,0.0,"1900-N-Bayshore-Dr,-Apt-2111,-Miami,-FL-33132",2.0
379,243,379,305,2264.0,1971.0,Oakland,50-22-23-402-002,"T1N, R8E, SEC 23 MEADOWBROOK GLENS SUB NO 1 LOT 127",MEADOWBROOK GLENS SUB,2.0,6970.0,"42168-Ridge-Rd-W,-Novi,-MI-48375",0.0
380,244,380,306,2052.0,1960.0,Ocean,16  00972-0000-00026,LOT:26 BLK:972 DIST:16 CITY/MUNI/TWP:LAVALLETTE BORO,WEST POINT ISLAND,2.0,14000.0,"1-Hines-Ct,-Lavallette,-NJ-08735",3.0
381,245,381,307,1607.0,2002.0,Sacramento,127-0790-013-0000,"TRIBUTARY POINTE A VLG 03A, LOT 9",TRIBUTARY POINTE A VLG 03A,2.0,6221.0,"9413-River-Falls-Ct,-Elk-Grove,-CA-95624",3.0
382,246,382,308,2458.0,2014.0,Desoto,1-07-7-26-30-0-00385-00,WINDSTONE S/D PH 10 LOT 385,WINDSTONE PH 10,0.0,6679.0,"4814-N-Terrace-Stone-Dr,-Olive-Branch,-MS-38654",4.0
383,3,383,2,0.0,0.0,Franklin,unkown,unkown,unkown,0.0,0.0,"PO-Box-841,-Reynoldsburg,-OH-43068",0.0
384,3,384,309,1182.0,1978.0,Duval,006328-0050,"5-32 16-2S-25E .85 WARRINGTONS PT LOT 5 RECD O/R 3181-417,9750-142 BLK 12",WARRINGTON S/D 16-2S-25E,2.0,36016.0,"9249-Orme-Rd,-Jacksonville,-FL-32220",3.0
385,3,385,202,0.0,0.0,Bronx County,unkown,unkown,unkown,3.5,0.0,"682-E-241st-St,-New-York-City,-NY-10470",5.0
